TransactionDate,HouseAge,DistanceToMRT,NumStores,Latitude,Longitude,UnitPrice
2013,12.3,1360.139,1,24.95204,121.54842,29.5
2013,35.9,616.4004,3,24.97723,121.53766999999999,36.8
2012,20.5,2185.1279999999997,3,24.96322,121.51236999999999,25.6
2012,38.2,552.4371,2,24.97598,121.53381,29.8
2013,18.0,1414.8370000000002,1,24.95182,121.54887,26.5
2013,11.8,533.4762,4,24.97445,121.54765,40.3
2013,30.8,377.7956,6,24.964270000000003,121.53963999999999,36.8
2013,13.2,150.9347,7,24.96725,121.54252,48.1
2012,25.3,2707.3920000000003,3,24.96056,121.50831000000001,17.7
2013,15.1,383.2805,7,24.96735,121.54463999999999,43.7
2012,0.0,338.9679,9,24.968529999999998,121.54413000000001,50.8
2012,1.8,1455.7979999999998,1,24.9512,121.54899999999999,27.0
2013,16.9,4066.587,0,24.942970000000003,121.50341999999999,18.3
2012,8.9,1406.43,0,24.98573,121.52758,48.0
2013,23.0,3947.945,0,24.94783,121.50243,25.3
2012,0.0,274.0144,1,24.9748,121.53058999999999,45.4
2013,9.1,1402.016,0,24.985689999999998,121.5276,43.2
2012,20.6,2469.645,4,24.96108,121.51046000000001,21.8
2012,31.9,1146.329,0,24.9492,121.53076000000001,16.1
2012,40.9,167.5989,5,24.9663,121.54026,41.0
2012,8.0,104.8101,5,24.966739999999998,121.54066999999999,51.8
2013,6.4,90.45606,9,24.97433,121.5431,59.5
2013,28.4,617.4424,3,24.97746,121.53298999999998,34.6
2013,16.4,289.3248,5,24.982029999999998,121.54348,51.0
2013,6.4,90.45606,9,24.97433,121.5431,62.2
2013,17.5,964.7496,4,24.98872,121.53411000000001,38.2
2012,12.7,170.1289,1,24.97371,121.52984,32.9
2013,1.1,193.5845,6,24.96571,121.54088999999999,54.4
2012,0.0,208.3905,6,24.95618,121.53844,45.7
2012,32.7,392.4459,6,24.96398,121.5425,30.5
2012,0.0,292.9978,6,24.977439999999998,121.54458000000001,71.0
2013,17.2,189.5181,8,24.97707,121.54308,47.1
2013,12.2,1360.139,1,24.95204,121.54842,26.6
2013,31.4,592.5006,2,24.9726,121.53561,34.1
2013,4.0,2147.376,3,24.962989999999998,121.51284,28.4
2013,8.1,104.8101,5,24.966739999999998,121.54066999999999,51.6
2013,33.3,196.6172,7,24.97701,121.54223999999999,39.4
2013,9.9,2102.427,3,24.96044,121.51462,23.1
2013,14.8,393.2606,6,24.96172,121.53811999999999,7.6
2012,30.6,143.8383,8,24.98155,121.54142,53.3
2013,20.6,737.9161,2,24.98092,121.54739,46.4
2013,30.9,6396.283,1,24.94375,121.47883,12.2
2013,13.6,4197.349,0,24.93885,121.50383000000001,13.0
2013,25.3,1583.7220000000002,3,24.96622,121.51709,30.6
2013,16.6,289.3248,5,24.982029999999998,121.54348,59.6
2013,13.3,492.2313,5,24.96515,121.53737,31.3
2013,13.6,492.2313,5,24.96515,121.53737,48.0
2013,31.5,414.9476,4,24.98199,121.54463999999999,32.5
2013,0.0,185.4296,0,24.9711,121.5317,45.5
2012,9.9,279.1726,7,24.975279999999998,121.54541,57.4
2013,1.1,193.5845,6,24.96571,121.54088999999999,48.6
2013,38.6,804.6897,4,24.978379999999998,121.53477,62.9
2013,3.8,383.8624,5,24.98085,121.54391000000001,55.0
2013,41.3,124.9912,6,24.966739999999998,121.54038999999999,60.7
2013,38.5,216.8329,7,24.98086,121.54162,41.0
2013,29.6,535.5269999999999,8,24.98092,121.53653,37.5
2013,4.0,2147.376,3,24.962989999999998,121.51284,30.7
2013,26.6,482.7581,5,24.97433,121.53863,37.5
2012,18.0,373.3937,8,24.9866,121.54082,39.5
2012,33.4,186.9686,6,24.96604,121.54211000000001,42.2
2012,18.9,1009.235,0,24.96357,121.54951000000001,20.8
2012,11.4,390.5684,5,24.97937,121.54245,46.8
2013,13.6,319.0708,6,24.96495,121.54276999999999,47.4
2013,10.0,942.4664,0,24.97843,121.52406,43.5
2012,12.9,492.2313,5,24.96515,121.53737,42.5
2013,16.2,289.3248,5,24.982029999999998,121.54348,51.4
2013,5.1,1559.8270000000002,3,24.97213,121.51626999999999,28.9
2013,19.8,640.6071,5,24.97017,121.54647,37.5
2013,13.6,492.2313,5,24.96515,121.53737,40.1
2013,11.9,1360.139,1,24.95204,121.54842,28.4
2012,2.1,451.2438,5,24.97563,121.54693999999999,45.5
2012,0.0,185.4296,0,24.9711,121.5317,52.2
2012,3.2,489.8821,8,24.97017,121.54494,43.2
2013,16.4,3780.59,0,24.93293,121.51203000000001,45.1
2012,34.9,179.4538,8,24.973489999999998,121.54245,39.7
2013,35.8,170.7311,7,24.96719,121.54269,48.5
2013,4.9,387.7721,9,24.98118,121.53788,44.7
2013,12.0,1360.139,1,24.95204,121.54842,28.9
2013,6.5,376.1709,6,24.954179999999997,121.53713,40.9
2013,16.9,4066.587,0,24.942970000000003,121.50341999999999,20.7
2013,13.8,4082.015,0,24.94155,121.50381000000002,15.6
2013,30.7,1264.73,0,24.948829999999997,121.52954,18.3
2013,16.1,815.9314,4,24.97886,121.53464,35.6
2013,11.6,390.5684,5,24.97937,121.54245,39.4
2012,15.5,815.9314,4,24.97886,121.53464,37.4
2012,3.5,49.66105,8,24.95836,121.53756000000001,57.8
2013,19.2,616.4004,3,24.97723,121.53766999999999,39.6
2012,16.0,4066.587,0,24.942970000000003,121.50341999999999,11.6
2013,8.5,104.8101,5,24.966739999999998,121.54066999999999,55.5
2012,0.0,185.4296,0,24.9711,121.5317,55.2
2012,13.7,1236.5639999999999,1,24.97694,121.55391000000002,30.6
2013,0.0,292.9978,6,24.977439999999998,121.54458000000001,73.6
2013,28.2,330.0854,8,24.974079999999997,121.54011000000001,43.4
2013,27.6,515.1122,5,24.962989999999998,121.5432,37.4
2013,8.4,1962.628,1,24.95468,121.55481,23.5
2013,24.0,4527.687,0,24.94741,121.49628,14.4
2013,3.6,383.8624,5,24.98085,121.54391000000001,58.8
2013,6.6,90.45606,9,24.97433,121.5431,58.1
2013,41.3,401.8807,4,24.98326,121.5446,35.1
2013,4.3,432.0385,7,24.9805,121.53778,45.2
2013,30.2,472.1745,3,24.97005,121.53758,36.5
2012,13.9,4573.779,0,24.94867,121.49507,19.2
2013,33.0,181.0766,9,24.97697,121.54262,42.0
2013,13.1,1144.4360000000001,4,24.99176,121.53456000000001,36.7
2013,14.0,438.8513,1,24.97493,121.5273,42.6
2012,26.9,4449.27,0,24.94898,121.49621,15.5
2013,11.6,201.8939,8,24.98489,121.54121,55.9
2013,13.5,2147.376,3,24.962989999999998,121.51284,23.6
2013,17.0,4082.015,0,24.94155,121.50381000000002,18.8
2012,14.1,2615.465,0,24.95495,121.56173999999999,21.8
2012,31.4,1447.286,3,24.97285,121.5173,21.5
2013,20.9,2185.1279999999997,3,24.96322,121.51236999999999,25.7
2013,8.9,3078.176,0,24.954639999999998,121.56626999999999,22.0
2012,34.8,190.0392,8,24.97707,121.54312,44.3
2012,16.3,4066.587,0,24.942970000000003,121.50341999999999,20.5
2013,35.3,616.5735,8,24.97945,121.53641999999999,42.3
2013,13.2,750.0704,2,24.97371,121.54951000000001,37.8
2013,43.8,57.58945,7,24.9675,121.54068999999998,42.7
2013,9.7,421.47900000000004,5,24.98246,121.54477,49.3
2013,15.2,3771.895,0,24.933629999999997,121.51158000000001,29.3
2013,15.2,461.1016,5,24.95425,121.5399,34.6
2013,22.8,707.9067,2,24.980999999999998,121.54713000000001,36.6
2013,34.4,126.7286,8,24.96881,121.54088999999999,48.2
2013,34.0,157.6052,7,24.966279999999998,121.54196,39.1
2013,18.2,451.6419,8,24.96945,121.5449,31.6
2013,17.4,995.7554,0,24.96305,121.54915,25.5
2013,13.1,561.9845,5,24.987460000000002,121.54391000000001,45.9
2012,38.3,642.6985,3,24.97559,121.53713,31.5
2012,15.6,289.3248,5,24.982029999999998,121.54348,46.1
2013,18.0,1414.8370000000002,1,24.95182,121.54887,26.6
2013,12.8,1449.7220000000002,3,24.97289,121.51728,21.4
2013,22.2,379.5575,10,24.98343,121.53761999999999,44.0
2013,38.5,665.0636,3,24.97503,121.53692,34.2
2012,11.5,1360.139,1,24.95204,121.54842,26.2
2012,34.8,175.6294,8,24.973470000000002,121.54271000000001,40.9
2013,5.2,390.5684,5,24.97937,121.54245,52.2
2013,0.0,274.0144,1,24.9748,121.53058999999999,43.5
2013,17.6,1805.665,2,24.986720000000002,121.52091000000001,31.1
2013,6.2,90.45606,9,24.97433,121.5431,58.0
2013,18.1,1783.18,3,24.96731,121.51486000000001,20.9
2013,19.2,383.7129,8,24.971999999999998,121.54477,48.1
2013,37.8,590.9292,1,24.971529999999998,121.53558999999998,39.7
2012,28.0,372.6242,6,24.978379999999998,121.54118999999999,40.8
2013,13.6,492.2313,5,24.96515,121.53737,43.8
2012,29.3,529.7771,8,24.98102,121.53655,40.2
2013,37.2,186.5101,9,24.97703,121.54265,78.3
2013,9.0,1402.016,0,24.985689999999998,121.5276,38.5
2013,30.6,431.1114,10,24.98123,121.53743,48.5
2013,9.1,1402.016,0,24.985689999999998,121.5276,42.3
2013,34.5,324.9419,6,24.97814,121.5417,46.0
2013,1.1,193.5845,6,24.96571,121.54088999999999,49.0
2013,16.5,4082.015,0,24.94155,121.50381000000002,12.8
2012,32.4,265.0609,8,24.98059,121.53986,40.2
2013,11.9,3171.329,0,25.00115,121.51776000000001,46.6
2013,31.0,1156.412,0,24.9489,121.53095,19.0
2013,4.0,2147.376,3,24.962989999999998,121.51284,33.4
2012,16.2,4074.736,0,24.94235,121.50357,14.7
2012,27.1,4412.765,1,24.95032,121.49587,17.4
2013,39.7,333.3679,9,24.98016,121.53931999999999,32.4
2013,8.0,2216.612,4,24.96007,121.51361000000001,23.9
2012,12.9,250.63099999999997,7,24.96606,121.54297,39.3
2013,3.6,373.8389,10,24.983220000000003,121.53765,61.9
2013,13.0,732.8528,0,24.976679999999998,121.52518,39.0
2013,12.8,732.8528,0,24.976679999999998,121.52518,40.6
2013,18.1,837.7233,0,24.96334,121.54767,29.7
2013,11.0,1712.632,2,24.96412,121.5167,28.8
2013,13.7,250.63099999999997,7,24.96606,121.54297,41.4
2012,2.0,2077.39,3,24.96357,121.51328999999998,33.4
2013,32.8,204.1705,8,24.98236,121.53923,48.2
2013,4.8,1559.8270000000002,3,24.97213,121.51626999999999,21.7
2013,7.5,639.6198,5,24.972579999999997,121.54813999999999,40.8
2013,16.4,389.8219,6,24.96412,121.54273,40.6
2013,21.7,1055.067,0,24.96211,121.54928000000001,23.1
2013,19.0,1009.235,0,24.96357,121.54951000000001,22.3
2012,18.0,6306.153,1,24.95743,121.47516,15.0
2013,39.2,424.7132,7,24.97429,121.53917,30.0
2012,31.7,1159.454,0,24.9496,121.53018,13.8
2012,5.9,90.45606,9,24.97433,121.5431,52.7
2012,30.4,1735.595,2,24.96464,121.51623000000001,25.9
2012,1.1,329.9747,5,24.98254,121.54395,51.8
2013,31.5,5512.0380000000005,1,24.95095,121.48458000000001,17.4
2012,14.6,339.2289,1,24.975189999999998,121.53151000000001,26.5
2013,17.3,444.1334,1,24.97501,121.5273,43.9
2013,0.0,292.9978,6,24.977439999999998,121.54458000000001,63.3
2013,17.7,837.7233,0,24.96334,121.54767,28.8
2013,17.0,1485.0970000000002,4,24.97073,121.51700000000001,30.7
2013,16.2,2288.011,3,24.95885,121.51359,24.4
2012,15.9,289.3248,5,24.982029999999998,121.54348,53.0
2013,3.9,2147.376,3,24.962989999999998,121.51284,31.7
2013,32.6,493.657,7,24.96968,121.54522,40.6
2012,15.7,815.9314,4,24.97886,121.53464,38.1
2013,17.8,1783.18,3,24.96731,121.51486000000001,23.7
2012,34.7,482.7581,5,24.97433,121.53863,41.1
2013,17.2,390.5684,5,24.97937,121.54245,40.1
2013,17.6,837.7233,0,24.96334,121.54767,23.0
2013,10.8,252.5822,1,24.9746,121.53046,117.5
2012,17.7,451.6419,8,24.96945,121.5449,26.5
2012,13.0,492.2313,5,24.96515,121.53737,40.5
2013,13.2,170.1289,1,24.97371,121.52984,29.3
2013,27.5,394.0173,7,24.97305,121.53993999999999,41.0
2012,1.5,23.382839999999998,7,24.96772,121.54101999999999,49.7
2013,19.1,461.1016,5,24.95425,121.5399,34.0
2013,21.2,2185.1279999999997,3,24.96322,121.51236999999999,27.7
2012,0.0,208.3905,6,24.95618,121.53844,44.0
2013,2.6,1554.25,3,24.97026,121.51642,31.1
2013,2.3,184.3302,6,24.96581,121.54086000000001,45.4
2013,4.7,387.7721,9,24.98118,121.53788,44.8
2012,2.0,1455.7979999999998,1,24.9512,121.54899999999999,25.6
2013,33.5,1978.671,2,24.98674,121.51843999999998,23.5
2012,15.0,383.2805,7,24.96735,121.54463999999999,34.4
2013,30.1,718.2937,3,24.975089999999998,121.53643999999998,55.3
2012,5.9,90.45606,9,24.97433,121.5431,56.3
2013,19.2,461.1016,5,24.95425,121.5399,32.9
2013,16.6,323.6912,6,24.97841,121.5428,51.0
2013,13.9,289.3248,5,24.982029999999998,121.54348,44.5
2013,37.7,490.3446,0,24.972170000000002,121.53471,37.0
2012,3.4,56.47425,7,24.95744,121.53711000000001,54.4
2013,17.5,395.6747,5,24.95674,121.53399999999999,24.5
2012,12.6,383.2805,7,24.96735,121.54463999999999,42.5
2013,26.4,335.5273,6,24.9796,121.5414,38.1
2013,18.2,2179.59,3,24.962989999999998,121.51252,21.8
2012,12.5,1144.4360000000001,4,24.99176,121.53456000000001,34.1
2012,34.9,567.0349,4,24.970029999999998,121.5458,28.5
2013,16.7,4082.015,0,24.94155,121.50381000000002,16.7
2013,33.2,121.7262,10,24.98178,121.54059,46.1
2013,2.5,156.2442,4,24.96696,121.53992,36.9
2012,38.0,461.7848,0,24.97229,121.53445,35.7
2013,16.5,2288.011,3,24.95885,121.51359,23.2
2013,38.3,439.7105,0,24.971610000000002,121.53423000000001,38.4
2013,20.0,1626.0829999999999,3,24.96622,121.51668000000001,29.4
2013,16.2,289.3248,5,24.982029999999998,121.54348,55.0
2013,14.4,169.9803,1,24.973689999999998,121.52978999999999,50.2
2012,10.3,3079.89,0,24.9546,121.56626999999999,24.7
2013,16.4,289.3248,5,24.982029999999998,121.54348,53.0
2013,30.3,1264.73,0,24.948829999999997,121.52954,19.1
2013,16.4,1643.499,2,24.95394,121.55174,24.7
2013,21.3,537.7971,4,24.97425,121.53813999999998,42.2
2013,35.4,318.5292,9,24.97071,121.54068999999998,78.0
2013,8.3,104.8101,5,24.966739999999998,121.54066999999999,42.8
2013,3.7,577.9615,6,24.97201,121.54722,41.6
2013,15.6,1756.411,2,24.9832,121.51812,27.3
2013,13.3,250.63099999999997,7,24.96606,121.54297,42.0
2012,15.6,752.7669,2,24.97795,121.53451000000001,37.5
2013,7.1,379.5575,10,24.98343,121.53761999999999,49.8
2013,34.6,272.6783,5,24.95562,121.53872,26.9
2012,13.5,4197.349,0,24.93885,121.50383000000001,18.6
2012,16.9,964.7496,4,24.98872,121.53411000000001,37.7
2013,12.9,187.4823,1,24.973879999999998,121.52981000000001,33.1
2013,28.6,197.1338,6,24.97631,121.54436000000001,42.5
2012,12.4,1712.632,2,24.96412,121.5167,31.3
2013,36.6,488.8193,8,24.97015,121.54494,38.1
2013,4.1,56.47425,7,24.95744,121.53711000000001,62.1
2013,3.5,757.3377,3,24.975379999999998,121.54971,36.7
2012,15.9,1497.713,3,24.970029999999998,121.51696000000001,23.6
2013,13.6,4197.349,0,24.93885,121.50383000000001,19.2
2013,32.0,1156.777,0,24.94935,121.53046,12.8
2013,25.6,4519.69,0,24.94826,121.49587,15.6
2013,39.8,617.7134,2,24.97577,121.53475,39.6
2012,7.8,104.8101,5,24.966739999999998,121.54066999999999,38.4
2012,30.0,1013.341,5,24.99006,121.5346,22.8
2013,27.3,337.6016,6,24.96431,121.54063000000001,36.5
2012,5.1,1867.233,2,24.984070000000003,121.51748,35.6
2012,31.3,600.8604,5,24.96871,121.54651000000001,30.9
2012,31.5,258.186,9,24.96867,121.54331,36.3
2013,1.7,329.9747,5,24.98254,121.54395,50.4
2013,33.6,270.8895,0,24.97281,121.53265,42.9
2013,13.0,750.0704,2,24.97371,121.54951000000001,37.0
2012,5.7,90.45606,9,24.97433,121.5431,53.5
2013,33.5,563.2854,8,24.982229999999998,121.53596999999999,46.6
2013,34.6,3085.17,0,24.998,121.5155,41.2
2012,0.0,185.4296,0,24.9711,121.5317,37.9
2013,13.2,1712.632,2,24.96412,121.5167,30.8
2013,17.4,6488.021,1,24.95719,121.47353000000001,11.2
2012,4.6,259.6607,6,24.97585,121.54516000000001,53.7
2012,7.8,104.8101,5,24.966739999999998,121.54066999999999,47.0
2013,13.2,492.2313,5,24.96515,121.53737,42.3
2012,4.0,2180.245,3,24.96324,121.51241,28.6
2012,18.4,2674.961,3,24.96143,121.50827,25.7
2013,4.1,2147.376,3,24.962989999999998,121.51284,31.3
2013,12.2,1360.139,1,24.95204,121.54842,30.1
2013,3.8,383.8624,5,24.98085,121.54391000000001,60.7
2012,10.3,211.4473,1,24.97417,121.52998999999998,45.3
2013,0.0,338.9679,9,24.968529999999998,121.54413000000001,44.9
2013,1.1,193.5845,6,24.96571,121.54088999999999,45.1
2013,5.6,2408.993,0,24.95505,121.55963999999999,24.7
2012,32.9,87.30221999999999,10,24.983,121.54021999999999,47.1
2013,41.4,281.205,8,24.97345,121.54093,63.3
2013,17.1,967.4,4,24.98872,121.53408,40.0
2013,32.3,109.9455,10,24.981820000000003,121.54086000000001,48.0
2013,35.3,614.1394,7,24.979129999999998,121.53666000000001,33.1
2012,17.3,2261.4320000000002,4,24.96182,121.51222,29.5
2012,14.2,1801.5439999999999,1,24.951529999999998,121.55254,24.8
2012,15.0,1828.319,2,24.96464,121.51531000000001,20.9
2013,18.2,350.8515,1,24.97544,121.53119,43.1
2012,20.2,2185.1279999999997,3,24.96322,121.51236999999999,22.8
2012,15.9,289.3248,5,24.982029999999998,121.54348,42.1
2013,4.1,312.8963,5,24.95591,121.53956000000001,51.7
2013,33.9,157.6052,7,24.966279999999998,121.54196,41.5
2013,0.0,274.0144,1,24.9748,121.53058999999999,52.2
2013,5.4,390.5684,5,24.97937,121.54245,49.5
2013,21.7,1157.988,0,24.96165,121.55011,23.8
2013,14.7,1717.193,2,24.964470000000002,121.51648999999999,30.5
2013,3.9,49.66105,8,24.95836,121.53756000000001,56.8
2013,37.3,587.8877,8,24.97077,121.54633999999999,37.4
2013,0.0,292.9978,6,24.977439999999998,121.54458000000001,69.7
2013,14.1,289.3248,5,24.982029999999998,121.54348,53.3
2013,8.0,132.5469,9,24.982979999999998,121.53981,47.3
2013,16.3,3529.5640000000003,0,24.93207,121.51597,29.3
2012,29.1,506.1144,4,24.97845,121.53889,40.3
2012,16.1,4066.587,0,24.942970000000003,121.50341999999999,12.9
2013,18.3,82.88643,10,24.983,121.54026,46.6
2012,0.0,185.4296,0,24.9711,121.5317,55.3
2013,16.2,2103.555,3,24.960420000000003,121.51462,25.6
2013,10.4,2251.938,4,24.959570000000003,121.51353,27.3
2013,40.9,122.3619,8,24.96756,121.5423,67.7
2013,32.8,377.8302,9,24.971510000000002,121.5435,38.6
2013,6.2,1939.749,1,24.95155,121.55386999999999,31.3
2013,42.7,443.80199999999996,6,24.97927,121.53873999999999,35.3
2013,16.9,967.4,4,24.98872,121.53408,40.3
2013,32.6,4136.271,1,24.95544,121.4963,24.7
2012,21.2,512.5487,4,24.974,121.53842,42.5
2012,37.1,918.6357,1,24.97198,121.55063,31.9
2013,13.1,1164.838,4,24.99156,121.53406000000001,32.2
2013,14.7,1717.193,2,24.964470000000002,121.51648999999999,23.0
2012,12.7,170.1289,1,24.97371,121.52984,37.3
2013,26.8,482.7581,5,24.97433,121.53863,35.5
2013,7.6,2175.03,3,24.96305,121.51253999999999,27.7
2012,12.7,187.4823,1,24.973879999999998,121.52981000000001,28.5
2012,30.9,161.942,9,24.98353,121.53966000000001,39.7
2013,16.4,289.3248,5,24.982029999999998,121.54348,41.2
2012,23.0,130.9945,6,24.95663,121.53765,37.2
2013,1.9,372.1386,7,24.972929999999998,121.54026,40.5
2013,5.2,2408.993,0,24.95505,121.55963999999999,22.3
2013,18.5,2175.744,3,24.9633,121.51243000000001,28.1
2013,13.7,4082.015,0,24.94155,121.50381000000002,15.4
2012,5.6,90.45606,9,24.97433,121.5431,50.0
2013,18.8,390.9696,7,24.979229999999998,121.53986,40.6
2013,8.1,104.8101,5,24.966739999999998,121.54066999999999,52.5
2013,6.5,90.45606,9,24.97433,121.5431,63.9
